source,split,folder,filename,person_index,n_annotators,raw_categories_majority,emotion_classes,dropped_categories,bbox,label_status,reviewer_note
emotic,train,framesdb/images,frame_0d57m2yowdfks1gv.jpg,2,1,Engagement,,Engagement,406.0;241.0;467.0;437.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_d5yp4xazi86s12no.jpg,0,1,Engagement,,Engagement,406.0;186.0;483.0;450.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000324316.jpg,0,1,Engagement,,Engagement,148.0;156.0;296.0;472.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000544866.jpg,0,1,Engagement,,Engagement,478.0;34.0;605.0;321.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000507390.jpg,0,1,Engagement,,Engagement,160.0;205.0;343.0;479.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gv6yoc2wg5vu1377.jpg,1,1,Engagement,,Engagement,496.0;254.0;851.0;837.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_egpmlg54yad8pgs7.jpg,0,1,Engagement,,Engagement,1.0;72.0;128.0;345.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000191639.jpg,0,1,Engagement,,Engagement,100.0;127.0;461.0;420.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gep0f42wpsfs1qey.jpg,0,1,Engagement,,Engagement,2336.0;1090.0;2843.0;1705.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000404005.jpg,0,1,Engagement,,Engagement,91.0;83.0;466.0;479.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_3fcvg3l35pikck37.jpg,0,1,Engagement,,Engagement,97.0;25.0;164.0;264.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000266831.jpg,0,1,Engagement,,Engagement,231.0;74.0;353.0;269.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_135va4c52g8mopeo.jpg,0,1,Engagement,,Engagement,108.0;56.0;411.0;359.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000475510.jpg,0,1,Engagement,,Engagement,116.0;100.0;369.0;440.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ambbqvm735d5h5pi.jpg,0,1,Engagement,,Engagement,283.0;202.0;492.0;397.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000209667.jpg,0,1,Engagement;Surprise,,Engagement;Surprise,112.0;132.0;261.0;561.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000278211.jpg,0,1,Engagement,,Engagement,97.0;18.0;405.0;419.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ee553qdpgglyjb59.jpg,0,1,Engagement,,Engagement,19.0;210.0;245.0;499.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000245460.jpg,0,1,Engagement,,Engagement,121.0;13.0;467.0;473.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8ul8u8xam7fkakqg.jpg,1,1,Engagement,,Engagement,98.0;122.0;186.0;308.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_guioy8i4w963fztm.jpg,1,1,Engagement,,Engagement,239.0;193.0;443.0;418.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_38aqrxr48tl5r7r7.jpg,0,1,Engagement,,Engagement,745.0;278.0;1120.0;887.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000348968.jpg,1,1,Engagement,,Engagement,303.0;157.0;475.0;367.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000199460.jpg,0,1,Engagement,,Engagement,215.0;134.0;476.0;458.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000057498.jpg,0,1,Engagement,,Engagement,113.0;38.0;257.0;402.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000122264.jpg,0,1,Engagement,,Engagement,390.0;155.0;573.0;397.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000137617.jpg,0,1,Engagement,,Engagement,138.0;132.0;250.0;318.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_j0xzsnmfh9k2uxkr.jpg,2,1,Engagement,,Engagement,2114.0;656.0;2872.0;1889.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_j0xzsnmfh9k2uxkr.jpg,3,1,Engagement,,Engagement,2.0;1.0;488.0;854.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_9acyhcyil3ljcm5g.jpg,0,1,Engagement,,Engagement,806.0;273.0;960.0;382.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_9lvm09pi3zd2jd8f.jpg,0,1,Engagement,,Engagement,22.0;140.0;253.0;516.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_018xiuddqzdd7fm0.jpg,0,1,Engagement,,Engagement,251.0;75.0;359.0;339.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_018xiuddqzdd7fm0.jpg,1,1,Engagement,,Engagement,533.0;132.0;565.0;223.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_j91jsawkajzv8eig.jpg,0,1,Engagement,,Engagement,183.0;1.0;361.0;246.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000180751.jpg,0,1,Engagement,,Engagement,24.0;10.0;249.0;380.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0axzuyjdl9baxeqr.jpg,2,1,Engagement,,Engagement,466.0;150.0;523.0;314.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0axzuyjdl9baxeqr.jpg,3,1,Engagement,,Engagement,129.0;176.0;209.0;413.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0axzuyjdl9baxeqr.jpg,4,1,Engagement,,Engagement,331.0;156.0;378.0;337.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_fv2e1prexmsmjo40.jpg,0,1,Engagement,,Engagement,128.0;67.0;340.0;390.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000269605.jpg,0,1,Engagement,,Engagement,259.0;143.0;353.0;426.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000081966.jpg,0,1,Engagement,,Engagement,318.0;43.0;431.0;340.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000043543.jpg,0,1,Engagement,,Engagement,109.0;6.0;357.0;322.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gowbmvs2n7ldxkkx.jpg,2,1,Engagement,,Engagement,379.0;34.0;519.0;252.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000210395.jpg,1,1,Engagement,,Engagement,199.0;117.0;407.0;372.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,emodb_small/images,e6bbhcl48oa8d1jev0.jpg,0,1,Engagement,,Engagement,40.0;21.0;246.0;515.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,emodb_small/images,ffty7s5jy6wiuzn4v3.jpg,0,1,Surprise,,Surprise,39.0;84.0;310.0;238.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_hu8rl2t7m9fbcmeg.jpg,0,1,Engagement,,Engagement,1.0;1.0;226.0;319.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_i47lid2gzo7g0hrv.jpg,0,1,Engagement,,Engagement,430.0;149.0;676.0;534.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_i47lid2gzo7g0hrv.jpg,1,1,Engagement,,Engagement,1.0;157.0;133.0;537.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000222140.jpg,1,1,Engagement,,Engagement,68.0;29.0;350.0;369.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_jbcqt0rgjhdppf8w.jpg,0,1,Engagement,,Engagement,67.0;179.0;880.0;1193.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000455543.jpg,0,1,Engagement,,Engagement,239.0;23.0;445.0;471.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000068053.jpg,0,1,Engagement,,Engagement,471.0;122.0;619.0;262.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,emodb_small/images,hdravaj3wtnod8po4a.jpg,0,1,Surprise,,Surprise,556.0;6.0;851.0;416.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,emodb_small/images,hdravaj3wtnod8po4a.jpg,1,1,Surprise,,Surprise,378.0;52.0;629.0;416.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000188390.jpg,1,1,Engagement,,Engagement,344.0;73.0;452.0;313.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_gp95h3gifi6bzwah.jpg,0,1,Engagement,,Engagement,758.0;854.0;1523.0;2072.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_hez4f2exb6m89m5o.jpg,1,1,Engagement,,Engagement,486.0;98.0;576.0;272.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000346712.jpg,0,1,Engagement,,Engagement,82.0;110.0;222.0;336.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_5wy7sby7tut6yljr.jpg,3,1,Engagement,,Engagement,186.0;1046.0;397.0;1956.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000118181.jpg,0,1,Engagement,,Engagement,160.0;191.0;288.0;456.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_7cj1baonon9s37pa.jpg,0,1,Engagement,,Engagement,332.0;261.0;368.0;353.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000350452.jpg,0,1,Engagement,,Engagement,239.0;55.0;463.0;326.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000474984.jpg,0,1,Engagement,,Engagement,203.0;128.0;356.0;383.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_16w32t6qphpax9u5.jpg,0,1,Engagement,,Engagement,313.0;246.0;377.0;389.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_16w32t6qphpax9u5.jpg,1,1,Engagement,,Engagement,202.0;12.0;231.0;127.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_hhcuif0adp9cjwsa.jpg,0,1,Engagement,,Engagement,226.0;121.0;330.0;312.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_br28e21b09zt2khk.jpg,0,1,Engagement,,Engagement,77.0;156.0;714.0;848.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_g1ocibrw9gvfc4ej.jpg,0,1,Engagement,,Engagement,1853.0;2257.0;2286.0;2814.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000395292.jpg,0,1,Engagement,,Engagement,203.0;150.0;395.0;405.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000516596.jpg,0,1,Engagement,,Engagement,61.0;45.0;513.0;378.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_2ni7gzbe8exvp9i5.jpg,0,1,Engagement,,Engagement,430.0;289.0;502.0;523.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000065162.jpg,0,1,Engagement,,Engagement,292.0;216.0;436.0;464.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000422744.jpg,0,1,Engagement,,Engagement,174.0;31.0;320.0;522.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_9w2wze5412gs5856.jpg,1,1,Engagement,,Engagement,16.0;108.0;64.0;173.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000201111.jpg,0,1,Engagement,,Engagement,80.0;141.0;289.0;415.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_3yrquj26sejk4e9i.jpg,0,1,Engagement,,Engagement,450.0;103.0;577.0;358.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000579258.jpg,0,1,Engagement,,Engagement,172.0;58.0;356.0;396.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_35sdk4m1uxysm2yf.jpg,0,1,Engagement,,Engagement,314.0;457.0;605.0;1529.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_3a7e04sxh5ubtkif.jpg,0,1,Engagement,,Engagement,51.0;166.0;86.0;218.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_fl57pwgxyfn2jqm8.jpg,2,1,Engagement,,Engagement,178.0;84.0;240.0;276.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_fl57pwgxyfn2jqm8.jpg,3,1,Engagement,,Engagement,7.0;56.0;109.0;331.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000179874.jpg,0,1,Engagement,,Engagement,340.0;68.0;541.0;530.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000451352.jpg,0,1,Engagement,,Engagement,259.0;131.0;353.0;422.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000276811.jpg,0,1,Surprise,,Surprise,280.0;53.0;502.0;418.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_j52cxdqf4toziibv.jpg,0,1,Engagement,,Engagement,9.0;663.0;300.0;1537.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_bzav7diu5lze6uey.jpg,1,1,Engagement,,Engagement,1106.0;744.0;1326.0;1174.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_bzav7diu5lze6uey.jpg,2,1,Engagement,,Engagement,1510.0;433.0;2178.0;1259.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_bzav7diu5lze6uey.jpg,3,1,Engagement,,Engagement,1182.0;344.0;1342.0;772.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000335366.jpg,0,1,Engagement,,Engagement,197.0;80.0;303.0;476.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000279753.jpg,0,1,Engagement,,Engagement,145.0;138.0;328.0;376.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000382341.jpg,0,1,Engagement,,Engagement,160.0;112.0;324.0;454.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000555904.jpg,0,1,Engagement,,Engagement,180.0;251.0;341.0;479.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_1taqa6yvursd8opx.jpg,0,1,Engagement,,Engagement,384.0;109.0;697.0;394.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_dmuza2pod4lxfs16.jpg,0,1,Engagement,,Engagement,4022.0;1721.0;4272.0;2707.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_f4bqefth1xrhsgh9.jpg,3,1,Engagement,,Engagement,477.0;39.0;517.0;202.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_3rbbuthmjb17s0cl.jpg,0,1,Engagement,,Engagement,71.0;302.0;203.0;432.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000382011.jpg,0,1,Engagement,,Engagement,273.0;11.0;393.0;157.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0bhgucddjr0hy22e.jpg,0,1,Engagement,,Engagement,302.0;121.0;389.0;269.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0bhgucddjr0hy22e.jpg,1,1,Engagement,,Engagement,422.0;119.0;556.0;383.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0bhgucddjr0hy22e.jpg,3,1,Engagement,,Engagement,193.0;118.0;274.0;198.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000294942.jpg,0,1,Engagement,,Engagement,89.0;137.0;394.0;474.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_2ataugcfuon9lzpx.jpg,1,1,Engagement,,Engagement,1207.0;1076.0;2173.0;2303.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_i9oq9ntmr2sutydy.jpg,0,1,Engagement,,Engagement,1.0;82.0;317.0;647.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000005641.jpg,0,1,Engagement,,Engagement,245.0;143.0;605.0;452.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000131007.jpg,0,1,Engagement,,Engagement,162.0;63.0;496.0;421.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000131007.jpg,1,1,Engagement,,Engagement,251.0;178.0;367.0;375.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_i1zangsz49zoxc1u.jpg,1,1,Engagement,,Engagement,250.0;122.0;315.0;346.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_etil5xafbkp4iw0g.jpg,0,1,Engagement,,Engagement,323.0;172.0;520.0;329.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000132901.jpg,0,1,Surprise,,Surprise,92.0;104.0;225.0;364.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000475466.jpg,0,1,Engagement,,Engagement,17.0;35.0;152.0;306.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_g6z8417cjpb4nry8.jpg,0,1,Engagement,,Engagement,324.0;112.0;511.0;479.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000255326.jpg,0,1,Engagement,,Engagement,64.0;201.0;315.0;452.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000255326.jpg,1,1,Engagement,,Engagement,10.0;100.0;316.0;463.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000353653.jpg,2,1,Engagement,,Engagement,119.0;164.0;221.0;419.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_jl5hkb56waerfgri.jpg,0,1,Engagement,,Engagement,664.0;395.0;1217.0;863.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_k0g4dj2hvzgu6sm7.jpg,0,1,Engagement,,Engagement,359.0;76.0;491.0;500.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_1til4ulqtcn7rfqk.jpg,0,1,Engagement,,Engagement,231.0;211.0;325.0;473.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_3u26cuap5sacnpdj.jpg,0,1,Engagement,,Engagement,373.0;45.0;398.0;94.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_3u26cuap5sacnpdj.jpg,1,1,Engagement,,Engagement,79.0;111.0;112.0;147.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_0prsizeh9wpz6ocr.jpg,0,1,Engagement,,Engagement,198.0;155.0;406.0;408.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000327063.jpg,1,1,Engagement,,Engagement,405.0;68.0;511.0;416.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ecxkev86ap2qj684.jpg,0,1,Engagement,,Engagement,753.0;659.0;900.0;1079.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ecxkev86ap2qj684.jpg,1,1,Engagement,,Engagement,318.0;545.0;455.0;865.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ecxkev86ap2qj684.jpg,2,1,Engagement,,Engagement,935.0;449.0;1029.0;610.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_44cafiq5e1ipl1gk.jpg,0,1,Engagement,,Engagement,83.0;65.0;724.0;782.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000085114.jpg,0,1,Engagement,,Engagement,132.0;51.0;279.0;339.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_k2zf7tyf1me8f66p.jpg,1,1,Engagement,,Engagement,352.0;82.0;388.0;133.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8yq4m5q5hi1vcgfa.jpg,1,1,Engagement,,Engagement,79.0;163.0;139.0;364.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8yq4m5q5hi1vcgfa.jpg,2,1,Engagement,,Engagement,175.0;144.0;257.0;353.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8yq4m5q5hi1vcgfa.jpg,3,1,Engagement,,Engagement,291.0;152.0;349.0;333.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8yq4m5q5hi1vcgfa.jpg,4,1,Engagement,,Engagement,245.0;150.0;304.0;337.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_8yq4m5q5hi1vcgfa.jpg,5,1,Engagement,,Engagement,4.0;188.0;43.0;335.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000387769.jpg,0,1,Engagement,,Engagement,67.0;164.0;219.0;339.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_a118459ayj4cijfn.jpg,2,1,Engagement,,Engagement,29.0;182.0;188.0;482.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000416651.jpg,0,1,Engagement,,Engagement,271.0;63.0;401.0;516.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_7364i4jayb89kfmt.jpg,1,1,Engagement,,Engagement,1254.0;93.0;1308.0;287.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_50i48u27ykqhszv7.jpg,0,1,Engagement,,Engagement,396.0;16.0;464.0;114.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_50i48u27ykqhszv7.jpg,1,1,Engagement,,Engagement,20.0;27.0;252.0;382.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_50i48u27ykqhszv7.jpg,2,1,Engagement,,Engagement,177.0;26.0;290.0;102.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000205811.jpg,1,1,Engagement,,Engagement,179.0;57.0;305.0;358.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000520685.jpg,0,1,Engagement,,Engagement,172.0;83.0;372.0;356.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ckixfphxtc379yqd.jpg,0,1,Engagement,,Engagement,1224.0;1122.0;1443.0;1544.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000003272.jpg,1,1,Engagement,,Engagement,67.0;140.0;419.0;397.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_jkpuzgqjwix5ngj0.jpg,0,1,Engagement,,Engagement,1069.0;1.0;1999.0;938.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000128586.jpg,0,1,Engagement,,Engagement,153.0;122.0;273.0;332.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ccaw6fb7c6kat66v.jpg,0,1,Engagement,,Engagement,1261.0;461.0;1854.0;1110.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_ccaw6fb7c6kat66v.jpg,2,1,Engagement,,Engagement,450.0;355.0;1019.0;1092.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000494900.jpg,0,1,Engagement,,Engagement,212.0;84.0;513.0;478.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_train2014_000000479855.jpg,0,1,Engagement,,Engagement,366.0;44.0;578.0;447.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000476298.jpg,0,1,Engagement,,Engagement,140.0;20.0;266.0;279.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_2qqy8icj4xthx9zm.jpg,0,1,Engagement,,Engagement,758.0;166.0;855.0;328.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_f5cxad1gtwnk9oam.jpg,0,1,Engagement,,Engagement,96.0;37.0;415.0;639.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,framesdb/images,frame_fn9tvcpq14e7r3fo.jpg,0,1,Engagement,,Engagement,573.0;78.0;749.0;551.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000085029.jpg,0,1,Engagement,,Engagement,296.0;203.0;437.0;479.0,reconstructed_approx,excluded_no_mapped_emotion_class
emotic,train,mscoco/images,COCO_val2014_000000085029.jpg,1,1,Engagement,,Engagement,508.0;186.0;630.0;444.0,reconstructed_approx,excluded_no_mapped_emotion_class
